 ,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,fixation.stopped,line1.started,line2.started,line3.started,line4.started,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate
150,v,,,,,31,0,124,1,925.4563391,926.456238,926.456238,926.456238,926.456238,926.456238,927.4564858,927.4564858,v,1,0.4669295,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,31,1,125,0,927.939491,928.9397253,928.9397253,928.9397253,928.9397253,928.9397253,929.9393702,929.9393702,x,1,0.8641878,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,31,2,126,2,930.8223885,931.8222533,931.8222533,931.8222533,931.8222533,931.8222533,932.8229023,932.8229023,c,1,0.6126969,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,31,3,127,0,933.4562549,934.4562197,934.4562197,934.4562197,934.4562197,934.4562197,935.4557982,935.4557982,x,1,0.587076,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,32,0,128,0,936.0721011,937.0728557,937.0728557,937.0728557,937.0728557,937.0728557,938.0725116,938.0725116,x,1,0.6208508,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,32,1,129,2,938.7227312,939.7225332,939.7225332,939.7225332,939.7225332,939.7225332,940.7218424,940.7218424,c,1,0.6103327,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,32,2,130,1,941.3555528,942.3555775,942.3555775,942.3555775,942.3555775,942.3555775,943.3554822,943.3554822,v,1,0.7693794,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,32,3,131,1,944.1556463,945.1553104,945.1553104,945.1553104,945.1553104,945.1553104,946.1551436,946.1551436,v,1,0.4832032,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,33,0,132,0,946.6551208,947.6554376,947.6554376,947.6554376,947.6554376,947.6554376,948.655525,948.655525,x,1,0.8032456,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,33,1,133,0,949.4888374,950.4884876,950.4884876,950.4884876,950.4884876,950.4884876,951.4885601,951.4885601,x,1,0.4339096,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,33,2,134,0,951.938403,952.9388037,952.9388037,952.9388037,952.9388037,952.9388037,953.9386116,953.9386116,x,1,0.5319061,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,33,3,135,0,954.487784,955.4884589,955.4884589,955.4884589,955.4884589,955.4884589,956.4885508,956.4885508,x,1,0.8140076,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,34,0,136,1,957.3213154,958.3215643,958.3215643,958.3215643,958.3215643,958.3215643,959.3214738,959.3214738,v,1,0.8373574,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,34,1,137,2,960.1881761,961.1883506,961.1883506,961.1883506,961.1883506,961.1883506,962.1880645,962.1880645,c,1,0.5605003,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,34,2,138,0,962.7714975,963.7708246,963.7708246,963.7708246,963.7708246,963.7708246,964.7711014,964.7711014,x,1,0.6878365,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,34,3,139,1,965.488082,966.4879803,966.4879803,966.4879803,966.4879803,966.4879803,967.4877074,967.4877074,v,1,0.8425034,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,35,0,140,0,968.3538793,969.3541194,969.3541194,969.3541194,969.3541194,969.3541194,970.3541991,970.3541991,x,1,0.9024493,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,35,1,141,0,971.2869668,972.2877265,972.2877265,972.2877265,972.2877265,972.2877265,973.2874807,973.2874807,x,1,1.0136281,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,35,2,142,3,974.3204503,975.3202004,975.3202004,975.3202004,975.3202004,975.3202004,976.3205678,976.3205678,z,1,0.5288732,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,35,3,143,3,976.8703602,977.8705774,977.8705774,977.8705774,977.8705774,977.8705774,978.8707038,978.8707038,z,1,0.4549829,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,36,0,144,2,979.3536284,980.3531791,980.3531791,980.3531791,980.3531791,980.3531791,981.3534447,981.3534447,c,1,0.9364063,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,36,1,145,2,982.3205199,983.3206377,983.3206377,983.3206377,983.3206377,983.3206377,984.3204935,984.3204935,c,1,0.5077394,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,36,2,146,1,984.8531966,985.8537701,985.8537701,985.8537701,985.8537701,985.8537701,986.853408,986.853408,v,1,0.6415987,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,36,3,147,2,987.5195357,988.5200168,988.5200168,988.5200168,988.5200168,988.5200168,989.5196545,989.5196545,c,1,0.4366327,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,37,0,148,3,989.9868267,990.9863909,990.9863909,990.9863909,990.9863909,990.9863909,991.9866748,991.9866748,z,1,0.9210598,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,37,1,149,1,992.9366898,993.9361525,993.9361525,993.9361525,993.9361525,993.9361525,994.9363072,994.9363072,v,1,0.8187931,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,37,2,150,2,995.786011,996.7862137,996.7862137,996.7862137,996.7862137,996.7862137,997.7861133,997.7861133,c,1,0.6830241,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,37,3,151,0,998.4857593,999.4863068,999.4863068,999.4863068,999.4863068,999.4863068,1000.486255,1000.486255,x,1,0.7717221,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,38,0,152,0,1001.285486,1002.286208,1002.286208,1002.286208,1002.286208,1002.286208,1003.286019,1003.286019,x,1,0.5210755,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,38,1,153,2,1003.836195,1004.836162,1004.836162,1004.836162,1004.836162,1004.836162,1005.835389,1005.835389,c,1,0.4997642,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,38,2,154,3,1006.352341,1007.35232,1007.35232,1007.35232,1007.35232,1007.35232,1008.352412,1008.352412,z,1,0.8716342,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,38,3,155,2,1009.252285,1010.251874,1010.251874,1010.251874,1010.251874,1010.251874,1011.252268,1011.252268,c,1,0.8300102,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,39,0,156,3,1012.101686,1013.102065,1013.102065,1013.102065,1013.102065,1013.102065,1014.101823,1014.101823,z,1,0.7756996,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,39,1,157,1,1014.901804,1015.901948,1015.901948,1015.901948,1015.901948,1015.901948,1016.901508,1016.901508,v,1,1.0402702,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,39,2,158,1,1017.968971,1018.968394,1018.968394,1018.968394,1018.968394,1018.968394,1019.968587,1019.968587,v,1,0.6087591,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,39,3,159,0,1020.601311,1021.601525,1021.601525,1021.601525,1021.601525,1021.601525,1022.60166,1022.60166,x,1,0.9141566,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,40,0,160,2,1023.534858,1024.534955,1024.534955,1024.534955,1024.534955,1024.534955,1025.534419,1025.534419,c,1,0.5646794,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,40,1,161,1,1026.118103,1027.118429,1027.118429,1027.118429,1027.118429,1027.118429,1028.118214,1028.118214,v,1,0.698524,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,40,2,162,3,1028.834441,1029.834787,1029.834787,1029.834787,1029.834787,1029.834787,1030.834515,1030.834515,z,1,0.8511936,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,40,3,163,2,1031.717967,1032.717893,1032.717893,1032.717893,1032.717893,1032.717893,1033.718143,1033.718143,c,1,1.0946474,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,41,0,164,0,1034.834376,1035.834379,1035.834379,1035.834379,1035.834379,1035.834379,1036.834496,1036.834496,x,1,0.7217045,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,41,1,165,0,1037.583752,1038.584387,1038.584387,1038.584387,1038.584387,1038.584387,1039.584236,1039.584236,x,1,1.2002717,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,41,2,166,2,1040.81689,1041.817587,1041.817587,1041.817587,1041.817587,1041.817587,1042.816917,1042.816917,c,1,0.5910299,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,41,3,167,3,1043.434,1044.43423,1044.43423,1044.43423,1044.43423,1044.43423,1045.433937,1045.433937,z,1,0.9131908,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,42,0,168,0,1046.366593,1047.367251,1047.367251,1047.367251,1047.367251,1047.367251,1048.366984,1048.366984,x,1,0.5548821,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,42,1,169,3,1048.949828,1049.94985,1049.94985,1049.94985,1049.94985,1049.94985,1050.950282,1050.950282,z,1,0.7068136,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,42,2,170,0,1051.683605,1052.683685,1052.683685,1052.683685,1052.683685,1052.683685,1053.683494,1053.683494,x,1,0.6182539,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,42,3,171,2,1054.332875,1055.333369,1055.333369,1055.333369,1055.333369,1055.333369,1056.333213,1056.333213,c,1,0.7514171,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,43,0,172,2,1057.116175,1058.116028,1058.116028,1058.116028,1058.116028,1058.116028,1059.116397,1059.116397,c,1,0.5704944,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,43,1,173,0,1059.716731,1060.716475,1060.716475,1060.716475,1060.716475,1060.716475,1061.716416,1061.716416,x,1,0.7502152,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,43,2,174,2,1062.482922,1063.483158,1063.483158,1063.483158,1063.483158,1063.483158,1064.483116,1064.483116,c,1,0.5486689,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,43,3,175,1,1065.048864,1066.049279,1066.049279,1066.049279,1066.049279,1066.049279,1067.049252,1067.049252,v,1,0.7457735,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,44,0,176,1,1067.815957,1068.815972,1068.815972,1068.815972,1068.815972,1068.815972,1069.815919,1069.815919,v,1,0.7156575,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,44,1,177,1,1070.549087,1071.549246,1071.549246,1071.549246,1071.549246,1071.549246,1072.549165,1072.549165,v,1,0.4272453,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,44,2,178,1,1072.999113,1073.999115,1073.999115,1073.999115,1073.999115,1073.999115,1074.999008,1074.999008,v,1,0.566267,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,44,3,179,1,1075.582338,1076.582248,1076.582248,1076.582248,1076.582248,1076.582248,1077.582396,1077.582396,v,1,0.4468299,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,45,0,180,2,1078.048687,1079.048797,1079.048797,1079.048797,1079.048797,1079.048797,1080.048874,1080.048874,c,1,0.5630783,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,45,1,181,0,1080.632136,1081.632206,1081.632206,1081.632206,1081.632206,1081.632206,1082.6323,1082.6323,x,1,0.6618182,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,45,2,182,1,1083.315126,1084.315373,1084.315373,1084.315373,1084.315373,1084.315373,1085.31506,1085.31506,v,1,0.806988,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,45,3,183,1,1086.148161,1087.148402,1087.148402,1087.148402,1087.148402,1087.148402,1088.148217,1088.148217,v,1,0.5539882,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,46,0,184,1,1088.731931,1089.731759,1089.731759,1089.731759,1089.731759,1089.731759,1090.731914,1090.731914,v,1,0.5180369,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,46,1,185,2,1091.281665,1092.281772,1092.281772,1092.281772,1092.281772,1092.281772,1093.281188,1093.281188,c,1,0.6771266,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,46,2,186,1,1093.98119,1094.981272,1094.981272,1094.981272,1094.981272,1094.981272,1095.981093,1095.981093,v,1,0.5144993,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,46,3,187,1,1096.514408,1097.514659,1097.514659,1097.514659,1097.514659,1097.514659,1098.514625,1098.514625,v,1,0.6431888,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,47,0,188,1,1099.181135,1100.181271,1100.181271,1100.181271,1100.181271,1100.181271,1101.181121,1101.181121,v,1,0.4852003,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,47,1,189,3,1101.697546,1102.697681,1102.697681,1102.697681,1102.697681,1102.697681,1103.697562,1103.697562,z,1,0.8030366,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,47,2,190,2,1104.530784,1105.530742,1105.530742,1105.530742,1105.530742,1105.530742,1106.530613,1106.530613,c,1,0.6380181,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,47,3,191,1,1107.19746,1108.197256,1108.197256,1108.197256,1108.197256,1108.197256,1109.197422,1109.197422,v,1,0.5213904,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,48,0,192,2,1109.747169,1110.747151,1110.747151,1110.747151,1110.747151,1110.747151,1111.747101,1111.747101,c,1,0.79289,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,48,1,193,1,1112.563541,1113.563253,1113.546432,1113.546432,1113.546432,1113.546432,1114.546968,1114.546968,v,1,0.5485858,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,48,2,194,3,1115.11348,1116.11378,1116.11378,1116.11378,1116.11378,1116.11378,1117.11372,1117.11372,z,1,1.1410716,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,48,3,195,2,1118.279739,1119.279662,1119.279662,1119.279662,1119.279662,1119.279662,1120.280214,1120.280214,c,1,1.3258481,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
50,c,,,,,49,0,196,2,1121.629936,1122.630124,1122.630124,1122.630124,1122.630124,1122.630124,1123.630065,1123.630065,c,1,0.6615603,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-150,z,,,,,49,1,197,3,1124.312935,1125.312969,1125.312969,1125.312969,1125.312969,1125.312969,1126.31348,1126.31348,z,1,1.013476,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
150,v,,,,,49,2,198,1,1127.345807,1128.346551,1128.346551,1128.346551,1128.346551,1128.346551,1129.345924,1129.345924,v,1,0.961589,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
-50,x,,,,,49,3,199,0,1130.329657,1131.329639,1131.329639,1131.329639,1131.329639,1131.329639,1132.329704,1132.329704,x,1,0.8730736,None,2,1,2023-10-09_11h22.33.754,tutorial4,2023.1.3,60.25395838
